Group,ID,Word,POS,Stress,Transcription,Variation,Page
G3,85,bottomless,adj,antepenult,/ˈbɑ.təm.ləs/,___,189
G2,86,bravery,n,antepenult,/'breɪ.və.ri/,/'breɪ.vri/,194
G1,87,Brazil,n,ult,/ brə.ˈzɪl /,___,181
G3,88,brigade,n,ult,/brɪˈɡeɪd/,___,188
G4,89,brochure,n,ult,/broʊ.ˈʃʊr/,/ˈbrəʊ.ʃər/,192
G3,90,brunette,"n, adj",ult,/bruˈnɛt/,___,188
G1,91,buffalo,n,antepenult,/ ˈbʌ.fə.loʊ /,___,182
G3,92,burden,"n, v",penult,/ˈbɝ.dən/,___,189
G3,93,burdensome,adj,antepenult,/ˈbɝ.dən.səm/,___,189
G1,94,busy,adj,penult,/ ˈbɪ.zi /,___,181
G1,95,cabbage,n,penult,/ ˈkæ.bɪdʒ /,___,181
G4,96,cafe,n,ult,/kæ.ˈfeɪ/,/ˈkæf.eɪ/,192
G5,97,Calcutta,n,penult,/kæl.ˈkʌ.tə/,___,183
G2,98,camera,n,antepenult,/ˈkæ.mə.rə/,/ˈkæ.mrə/,201
G1,99,canal,n,ult,/ kə.ˈnæl /,___,181
G1,100,canoe,n,ult,/ kə.ˈnu /,___,181
G4,101,car wash,n,compound,/kɑr wɔʃ/,/kɑr wɒʃ/,191
G5,102,Caracas,n,penult,/kə.ˈrɑ.kəs/,___,183
G1,103,carrot,n,penult,/ ˈkæ.rət /,___,181
G4,104,castrate,v,penult,/ ˈkæ.streɪt /,___,193
G2,105,category,n,1st,/'kæ.tə.gɔ.ri/,"/'kæ.tɪ.gɔ.ri/
/-.goʊ.ri/",194
G1,106,cavalier,n,ult,/ kæ.və.ˈlɪər/,/ˈkæ vəˌlɪər /,182
G3,107,celibacy,n,1st,/ˈse.lɪ.bə.si/,___,188
G3,108,celibate,adj,antepenult,/ˈsɛ.lə.bət/,___,188
G1,109,cemetery,n,1st,/ ˈsɛ.mɪ.tɛ.ri /,/ˈsɛ.mə.tɛ.ri/,182
G2,110,ceremony,n,1st,/ˈsɛ.rə.moʊ.ni/,___,194
G3,111,certain,adj,penult,/ˈsɝ.tən/,___,189
G3,112,certainty,n,antepenult,/ˈsɝ.tən.ti/,___,189
G4,113,chateau,n,ult,/ʃæ.ˈtoʊ/,/ˈʃæt.əʊ/,192
G5,114,Chicago,n,penult,/ʃɪ.ˈkɑ.ɡəʊ/,___,183
G1,115,chicken,n,penult,/ ˈtʃɪ.kən /,___,181
G2,116,choreography,n,antepenult,/kɔ.ri.ˈɑ.grə.fi/,___,202
G1,117,cigarette,n,ult,/ sɪ.gə.ˈrɛt/,/ˈsɪ gəˌrɛt / (antepenult),182
G5,118,Cincinnati,n,penult,/ˌsɪn.sɪˈ.næ.ti/,___,183
G1,119,clarinet,n,ult,/ klæ.rə.ˈnɛt /,___,182
G4,120,cliche,n,ult,/kliː.ˈʃeɪ/,/ˈkliː.ʃeɪ/,192
G3,121,clock,n,ult,/klɑk/,___,189
G3,122,clockwise,"adj, adv",penult,/ˈklɑk.waɪz/,___,189
G5,123,combat,v,ult,/ˈkɑm.bæt/,___,184
G5,124,combat,n,penult,/ˈkɑm.bæt/,___,184
G1,125,comedy,n,antepenult,/ ˈkɑ.mɪ.di /,___,182
G3,126,committee,n,penult,/kəˈmɪ.ti/,___,188
G1,127,common,adj,penult,/ ˈkɑ.mən /,___,181
G4,128,comparable,adj,1st,/ˈkɑm.pə.rə.bəl/,/ˈkɒm.pə.rə.bəl/,190
G4,129,compare,v,ult,/kəm.ˈpɛr/,___,190
G2,130,compensatory,adj,2nd,/kəm.ˈpɛn.sə.ˌtɔ.ri/,/kəm.ˈpɛn.sə.ˌtoʊ.ri /,194
G4,131,competency,n,1st,/ˈkɒm.pɪ.tən.si/,/ˈkɒm.pɪ.tən.si/,190
G1,132,complete,adj,ult,/ kəm.'plit /,___,181
G2,133,complimentary,adj,antepenult,/ˌkɑm.plə.ˈmɛn.tə.ri/,___,194
G5,134,compress,v,ult,/kəm.ˈpres/,noun: /ˈkɒm.prɛs/ (penult),184
G1,135,computer,n,penult,/ kəm.ˈpju.tər /,___,182
G2,136,conciliation,n,penult,/kən.ˌsɪ.lɪ.ˈeɪ.ʃən/,___,202
G5,137,conduct,v,ult,/kən.ˈdʌkt/,noun: /ˈkɒn.dʌkt/ (penult),184
G2,138,confectionery,n,2nd,/kən.ˈfɛk.ʃə.ˌnɛ.ri/,___,194
G5,139,confine,v,ult,/kən.ˈfaɪn/,___,184
G4,140,conflate,v,ult,/kən.ˈfleɪt/,___,193
G5,141,conflict,n,penult,/ˈkɒn.flɪkt/,verb: /kən.ˈflɪkt/ (ult),184
G2,142,conservatory,n,2nd,/kən.ˈsɜr.və.tɔ.ri/,/kən.ˈsɜr.və.ˌtoʊ.ri/,194
G4,143,consistency,n,antepenult,/ kən.ˈsɪ.stən.si /,___,190
G1,144,constitute,v,antepenult,/ ˈkɑn.stɪ.tjut /,/ ˈkɒn stɪˌtjut /,179
G1,145,constitutional,adj,antepenult,/ kɑn.stɪ.ˈtu.ʃə.nəl /,/ ˌkɒn stɪˈtju ʃə nl /,179
G1,146,constitutionality,n,antepenult,/ kɑn.stɪ.tu.ʃə.ˈnæ.lɪ.ti /,/ ˌkɒn stɪˌtju ʃəˈnæ lɪ ti /,179
G2,147,consumptiveness,n,antepenult,/kən.ˈsʌmp.tɪv.nəs/,___,202
G2,148,contemporary,adj,2nd,/kən.ˈtɛm.pə.rɛ.ri/,___,194
G3,149,context,n,penult,/ˈkɑn.tɛkst/,___,189
G3,150,contextual,adj,antepenult,/kən.ˈtɛk.stʃuəl/,___,189
G5,151,contrast,n,penult,/ˈkɒn.træst/,verb: /kən.ˈtræst/ (ult),184
G4,152,controversy,n,antepenult,/ ˈkɒn trəˌvɜr si /,/kənˈtrɒv.ə.si/,193
G3,153,convict,n,penult,/ˈkɑn vɪkt/,verb: /kənˈvɪkt/ (ult),185
G1,154,cookie,n,penult,/ ˈkʊ.ki /,___,181
G5,155,copy,v,penult,/ˈkɒ.pi/,___,184
G4,156,cornet,n,ult,/kɔːr.ˈnet/,"/ˈkɔr nɪt, kɔrˈnɛt /",192
G2,157,corollary,n,1st,/ˈkɔ.rə.lɛ.ri/,___,194
G2,158,coronary,adj,1st,/ˈkɔ.rə.nɛ.ri/,/ˈkɒ.rə.nɛ.ri/,194
G1,159,correct,adj,ult,/ kə.ˈrɛkt /,___,181
G1,160,corrupt,adj,ult,/ kəˈrʌpt /,___,181
G1,161,country,n,penult,/ ˈkʌn.tri /,___,181
G3,162,crayon,n,penult,/ˈkreɪɑn/,___,187
G4,163,create,v,ult,/kriˈeɪt/,___,193
G4,164,cremate,v,penult,/ˈkri.meɪt/,/krɪˈmeɪt/,193
G4,165,crochet,v,ult,/kroʊ.ˈʃeɪ/,/ˈkroʊ.ʃeɪ/,192
G3,166,cucumber,n,antepenult,/ˈkju.kʌm.bə˞ /,___,187
G3,167,cyclone,n,penult,/ˈsaɪkloʊn/,___,187
G4,168,debate,v,ult,/dɪ.ˈbeɪt/,___,193
G4,169,debris,n,ult,/də.ˈbri/,/ˈdɛb.ri/,192
G1,170,December,n,penult,/ dɪ.ˈsɛm.bər /,___,182
G4,171,decisive,adj,penult,/dɪ.ˈsaɪ.sɪv/,___,190
G4,172,deflate,v,ult,/dɪ.ˈfleɪt/,___,193
G1,173,democracy,n,antepenult,/ də.ˈmɑ.krə.si /,___,179
G1,174,democrat,n,penult,/ dɛ.'mə.kræt /,___,179
G1,175,democratic,adj,penult,/ dɛ.mə.ˈkræ.tɪk /,___,179
G4,176,demonstrable,adj,antepenult,/dɪ.ˈmɑn.strə.bəl/,/ˈdɛm.ən.strə.bəl/,190
G4,177,demonstrate,v,antepenult,/ˈdɛ.mən.streɪt/,___,190
G2,178,diagnosis,n,penult,/ˌdaɪ.əg.ˈnoʊ.sɪs/,/ˌdaɪ.ɪg.ˈnoʊ.sɪs/,202
G5,179,diagram,v,penult,/ˈdaɪ.ə.ˌgræm/,___,184
G4,180,dictate,v,ult,/dɪk.ˈteɪt/,noun: /ˈdɪk.teɪt/ (penult),193
G2,181,dictionary,n,1st,/ˈdɪk.ʃə.nɛ.ri/,___,194
G5,182,differ,v,penult,/ˈdɪ.fər/,___,184
G5,183,digest,n,ult,/daɪ.ˈdʒɛst/,verb: /dɪ.ˈdʒɛst/,184
G1,184,dimple,n,penult,/ ˈdɪm.pəl /,___,181
G1,185,diploma,n,penult,/ dɪ.ˈploʊ.mə /,___,182
G1,186,diplomacy,n,antepenult,/ dɪ.ˈploʊ.mə.si /,___,179
G1,187,diplomat,n,antepenult,/ ˈdɪ.plə.mæt /,___,179
G1,188,diplomatic,adj,penult,/ dɪ.plə.ˈmæ.tɪk /,___,179
G1,189,director,n,penult,/ dɪ.ˈrɛk.tər/,/ daɪ.ˈrɛk.tər/,182
G5,190,discharge,n,penult,/ˈdɪs.tʃɑrdʒ/,verb: /dɪs.ˈtʃɑrdʒ/,184
G2,191,discretional,adj,antepenult,/dɪ.ˈskrɛ.ʃə.nəl/,___,202
G5,192,distance,n,penult,/ˈdɪs.təns/,___,184
G3,193,diverse,adj,ult,/dɪˈvɝs/,/ˈdɑɪvɜ˞ s/,189
G3,194,diversity,n,antepenult,/daɪ.ˈvɝ.sə.ti/,"/dɑɪ-/
/-sɪti/",189
G1,195,divine,adj,ult,/ dɪ.ˈvaɪn /,___,181
G3,196,divinity,n,antepenult,/də.ˈvɪ.nə.ti/,/dɪˈvɪnəti/,187
G2,197,docile,adj,penult,/ˈdɑ.səl/,/ ˈdəʊ.saɪl /,194
G2,198,documentary,"adj, n",antepenult,/ ˌdɒ.kjʊ.ˈmɛn.tə.rɪ /,/ ˌdɒkjʊ.mɛn.tə.rɪ /,194
G4,199,donate,n,penult,/ˈdoʊ.neɪt/,/doʊ.ˈneɪt/,193
G2,200,dormitory,n,1st,/ˈdɔr.mɪ.ˌtɔ.ri/,/ ˈdɔr.mɪ.toʊ.ri /,194
G4,201,drop-kick,v,compound,/ˈdrɑp.kɪk/,___,191
G4,202,dry-clean,v,compound,/ˈdraɪ.klin/,___,191
G2,203,dysentery,n,1st,/ˈdɪs.ən.tɛ.ri/,___,194
G1,204,early,adj,penult,/ ˈɜr.li /,___,181
G2,205,eccentricity,n,antepenult,/ɛk.sən.ˈtrɪ.sɪ.ti/,/ɛk.sɛn.ˈtrɪ.sɪ.ti /,202
G2,206,education,n,penult,/ ɛ.dʒʊ.ˈkeɪ.ʃən /,___,202
G4,207,elate,n,ult,/ɪ.ˈleɪt/,___,193
G2,208,elementary,adj,antepenult,/ɛ.lə.ˈmɛn.tə.ri /,/ɛ.lə.ˈmɛn.tri /,194
G4,209,emergency,n,antepenult,/ɪ.ˈmɜr.dʒən.si/,___,190
G1,210,empire,n,penult,/ ˈɛm.paɪər/,/ɒm.ˈpɪər /,181
G3,211,encore,n,penult,/ˈɑŋkɔr/,/ˈɑŋkoʊr/,187
G1,212,engineer,n,ult,/ ɛn.dʒə.ˈnɪər /,___,182
G1,213,enigma,n,penult,/ ə.ˈnɪg.mə /,___,182
G5,214,envy,v,penult,/ˈɛn.vi/,___,184
G5,215,escort,n,penult,/ˈɛ.skɔrt/,verb: /ɪˈskɔrt/,184
G3,216,excommunicate,v,antepenult,/ˌɛk.skə.ˈmju.nə.ˌkeɪt/,___,187
G2,217,exculpatory,adj,2nd,/ɪk.ˈskʌl.pə.tɔ.ri/,/ɪk.ˈskʌl .pə.toʊ.ri/,194
G1,218,experiment,n,antepenult,/ɪkˈspɛ.rə.mənt/,___,182
G2,219,exploratory,adj,2nd,/ɪk.ˈsplɔ.rə.tɔ.ri/,___,194
G5,220,export,n,penult,/ˈɛk.spɔrt/,verb: /ɪk.ˈspɔrt/ (ult),184
G3,221,expungnatory,adj,2nd,/ˌɛkˈspʌgnəˌtɔri/,___,187
G5,222,extract,n,penult,/ˈɛk.strækt/,verb: /ɪk.ˈstrækt/,184
G2,223,facilitate,v,antepenult,/ fə.ˈsɪ.lɪ.teɪt/,___,202
G4,224,fail-safe,adj,penult,/ˈfeɪl.seɪf/,___,191
G2,225,famous,adj,penult,/ˈfeɪ.məs/,___,201
G1,226,father,n,penult,/ ˈfɑ.ðər /,___,181
G2,227,Feburary,n,1st,/ˈfɛb.ru.ɛ.ri /,/ˈfɛb.yu.ɛ.ri /,194
G2,228,fertile,adj,penult,/ˈfɜr.tl̩/,/ ˈfɜ.taɪl /,194
G5,229,figure,v,penult,/ˈfɪ.gyər/,/ ˈfɪ.gər /,184
G4,230,fillet,n,penult,/ˈfɪl.ɪt/,/fɪ.ˈleɪ/,192
G4,231,flower girl,n,compound,/ˈflaʊ.ər.ɡɜrl/,___,191
G1,232,fluent,adj,penult,/ ˈflu.ənt /,___,181
G4,233,fly-by-night,adj,compound,/ˈflaɪ.baɪ.naɪt/,___,192
G4,234,forget-me-not,n,compound,/fər.ˈɡɛt.mi.nɑt/,___,192
G2,235,fragile,adj,penult,/ˈfræ.dʒəl/,/ ˈfræ.dʒaɪl /,194
G3,236,franchise,n,penult,/ˈfræntʃaɪz/,___,187
G3,237,frank,"v, adj",ult,/fræŋk/,___,189
G3,238,frankness,n,penult,/ˈfræŋknəs/,___,189
G3,239,free,"adj, adv",ult,/fri/,___,188
G3,240,freedom,n,penult,/ˈfridəm/,___,188
G3,241,friend,n,ult,/frɛnd/,___,189
G3,242,friendly,adj,penult,/ˈfrɛn.dli/,___,189
G3,243,friendship,n,penult,/ˈfrɛnd.ʃɪp/,___,189
G4,244,frontier,n,ult,/frʌn.ˈtɪər/,/frɒn.ˈtɪ.ər/,192
G4,245,frustrate,v,penult,/ˈfrʌs.treɪt/,___,193
G5,246,furnish,v,penult,/ˈfɜr.nɪʃ/,___,184
G2,247,futile,adj,penult,/ˈfju.tl̩/,/ ˈfju.taɪl /,194
G4,248,garage,n,ult,/gə.ˈrɑʒ/,/gəˈrɑdʒor/,192
G1,249,gasoline,n,ult,/ gæ.sə.ˈlin/,/ˈgæ.sə.lin /,182
G1,250,gazelle,n,ult,/ gə.ˈzɛl /,___,181
G2,251,general,"n, adj",antepenult,/ˈdʒɛ.nə.rəl/,___,201
G2,252,generality,n,antepenult,/ dʒɛ.nə.ˈræ.lɪ.ti /,___,202
G4,253,generative,adj,1st,/ˈdʒɛ.nə.rə.tɪv/,___,190
G4,254,geographic,adj,antepenult,/dʒi.ˈɑ.grə.fik/,___,190
G4,255,geography,n,antepenult,/dʒi.ˈɑ.grə.fi/,___,190
G3,256,geometrical,adj,antepenult,/ˌdʒi.ə.ˈmɛtrɪkəl/,___,189
G3,257,geometry,n,antepenult,/dʒiˈɑm.ɪ.tri/,___,189
G1,258,giraffe,n,ult,/dʒə.ˈræf/,___,181
G3,259,gourmet,adj,penult,/ˈgʊrmeɪ/,___,187
G3,260,grace,"n, v",ult,/ɡreɪs/,___,188
G3,261,graceful,adj,penult,/ˈɡreɪs.fəl/,___,188
G5,262,Granada,n,penult,/grə.ˈnɑ.də/,___,183
G3,263,gratification,n,penult,/ ˌgræt.ə.fɪ.ˈkeɪ.ʃən /,___,187
G4,264,Great Britain,n,compound,/ɡreɪt.ˈbrɪ.tən/,___,191
G3,265,green,"n, adj",ult,/ɡrin/,___,188
G3,266,greenish,adj,penult,/ˈɡri.nɪʃ/,___,188
G3,267,grotesque,adj,ult,/ɡroʊ.ˈtɛsk/,___,188
G3,268,grow,v,ult,/ɡroʊ/,___,189
G3,269,growth,n,ult,/ɡroʊθ/,___,189
G5,270,Guatemala,n,penult,/ˌgwɑ.tə.ˈmɑ.lə/,___,183
G4,271,gyrate,v,ult,/dʒaɪ.ˈreɪt/,___,193
G1,272,harmonica,n,antepenult,/ hɑr.ˈmɑ.nɪ.kə /,___,182
G5,273,harvest,v,penult,/ˈhɑr.vɪst/,___,184
G5,274,Havana,n,penult,/hə.ˈvæ.nə/,___,183
G3,275,hierarchy,n,1st,/'haɪ.ə.rɑr.ki/,/'haɪrɑrki/,187
G1,276,hippopotamus,n,antepenult,/ hɪ.pə.ˈpɑ.tə.məs /,___,182
G3,277,homonym,n,antepenult,/ˈhɑ.mə.nɪm/,/ˈhoʊmənɪm/,189
G3,278,homophone,n,antepenult,/ˈhɑ.mə.foʊn/,/ˈhoʊməfoʊn/,189
G3,279,homophony,n,antepenult,/hə.ˈmɑ.fə.ni/,/hoʊmɑfəni/,189
G1,280,honest,adj,penult,/ ˈɑ.nɪst /,___,181
G3,281,honor,"n, v",penult,/ˈɑ.nɚ/,___,188
G3,282,honorific,adj,penult,/ˌɑn.ə.ˈrɪf.ɪk/,___,188
G1,283,horizon,n,penult,/ hə.ˈraɪ.zən /,___,182
G2,284,hostile,adj,penult,/ˈhɑs.tl̩/,/ˈhɒs.taɪl̩/,194
G3,285,hotel,n,ult,/hoʊ.ˈtɛl/,/həʊˈtɛl/,187
G3,286,human,n,penult,/ˈhju.mən/,/ˈjumən/,188
G3,287,humanist,n,antepenult,/ˈhju.mə.nɪst/,/ˈjumənɪst/,188
G3,288,humid,adj,penult,/ˈhju.mɪd/,/ˈjumɪd/,189
G3,289,humidity,n,antepenult,/hju.ˈmɪ.də.ti/,"/hjuˈmɪdɪti/, /hjuˈmɪdɪti/",189
G1,290,husband,n,penult,/ ˈhʌz.bənd /,___,181
G3,291,hygiene,n,penult,/ˈhaɪ.dʒin/,___,187
G2,292,imaginary,adj,2nd,/ɪ.ˈmæ.dʒə.nɛ.ri/,___,194
G2,293,imaginative,adj,2nd,/ɪ.ˈmæ.dʒə.nə.tɪv/,___,201
G2,294,imaginaton,n,penult,/ɪ.ˌmæ.dʒə.ˈneɪ.ʃən/,___,202
G5,295,implant,v,ult,/ɪm.ˈplænt/,/ɪm.ˈplɑnt/,184
G5,296,implant,n,penult,/ˈɪm.ˌplænt/,/ˈɪm.plɑnt/,184
G5,297,import,v,ult,/ɪm.ˈpɔrt/,noun: /ˈɪm pɔrt/,184
G5,298,increase,v,ult,/ɪn.ˈkris/,noun: /ˈɪn.kris/,184
G5,299,Indiana,n,penult,/ˌɪn.di.ˈæ.nə/,___,184
G2,300,infirmary,n,antepenult,/ɪn.ˈfɜr.mə.ri/,/ɪn.ˈfɜ.mə.rɪ /,194
G4,301,inflate,v,ult,/ɪnˈfleɪt/,___,193
G2,302,inhibitory,adj,2nd,/ɪn.ˈhɪ.bɪ.tɔ.ri/,___,194
G4,303,inquiry,n,antepenult,/ˈɪn.kwə.ri/,penult or antepenult,193
G3,304,insect,n,penult,/ˈɪn.sɛkt/,___,189
G3,305,insecticide,n,antepenult,/ɪn.ˈsɛk.tə.saɪd/,___,189
G5,306,insert,v,ult,/ɪn.ˈsɜrt/,noun: /ˈɪn.sɜrt/,184
G5,307,insult,n,penult,/ˈɪn.sʌlt/,verb: /ɪn.ˈsʌlt/,184
G5,308,intend,v,ult,/ɪn.ˈtɛnd/,___,184
G1,309,intense,adj,ult,/ ɪn.ˈtɛns /,___,181
G5,310,interfere,v,ult,/ˌɪn.tər.ˈfɪər/,___,184
G2,311,ivory,n,antepenult,/ˈaɪ.və.ri/,/ˈaɪ.vri/,194
G4,312,jack-in-the-box,n,compound,/ˈdʒæ.kɪn.ðə.bɑks/,___,192
G3,313,jamboree,n,ult,/ˌdʒæm.bə.ˈri/,___,188
G1,314,Japan,n,ult,/ dʒə.ˈpæn /,___,181
G3,315,Japanese,n,ult,/dʒæ.pə.ˈniz/,___,188
G1,316,July,n,ult,/ dʒu.ˈlaɪ/,/ dʒə.ˈlaɪ/,181
G1,317,kangaroo,n,ult,/ kæŋ.gə.ˈru /,___,182
G5,318,Kentucky,n,penult,/kən.ˈtʌ.ki/,___,183
G3,319,kitchen,n,penult,/ˈkɪ.tʃən/,___,188
G3,320,kitchenette,n,ult,/ˌkɪtʃəˈnɛt/,___,188
G3,321,labor,"n, v",penult,/ˈleɪbɚ/,___,189
G2,322,laboratory,n,2nd,/ˈlæ.brə.tɔ.ri/,/ˈlæ.brə.toʊ.ri/,194
G3,323,laborious,adj,antepenult,/lə.ˈboʊ.riəs/,/ləˈboʊriəs/,189
G4,324,Lake Erie,n,compound,/leɪk.ˈɪə.ri/,___,191
G3,325,laryngitis,n,penult,/ˌlerɪnˈdʒaɪtəs/,/ˌlærɪnˈdʒɑɪtəs/,188
G3,326,larynx,n,penult,/ˈlerɪŋks/,___,188
G2,327,legendary,adj,2nd,/ˈlɛ.dʒən.dɛ.ri/,___,194
G4,328,lemon,n,penult,/ˈlɛ.mən/,___,190
G4,329,lemonade,n,antepenult,/ˈlɛ.mə.neɪd/,/ˌlɛməˈneɪd/ (ult),190
G3,330,librarian,n,antepenult,/laɪˈbrɛriən/,"/ˈlɑɪ -/
/-ˈbreəriən/",189
G3,331,library,n,antepenult,/ˈlaɪbrɛri/,"/ˈlɑɪ -/
/- rəri/",189
G3,332,lion,n,penult,/ˈlaɪən/,___,188
G3,333,lioness,n,antepenult,/ˈlaɪənɛs/,___,188
G2,334,literary,adj,2nd,/ˈlɪ.tə.rɛ.ri/,___,194
